,id,label
699,4199,fifties
700,4200,fifties
701,4201,teens
702,4202,teens
703,4203,fourties
704,4204,twenties
705,4205,fifties
706,4206,twenties
707,4207,thirties
708,4208,fourties
709,4209,teens
710,4210,fifties
711,4211,twenties
712,4212,teens
713,4213,fourties
714,4214,twenties
715,4215,fifties
716,4216,thirties
717,4217,twenties
718,4218,fourties
719,4219,twenties
720,4220,fourties
721,4221,thirties
722,4222,thirties
723,4223,twenties
724,4224,teens
725,4225,fourties
726,4226,fifties
727,4227,fourties
728,4228,teens
729,4229,thirties
730,4230,fourties
731,4231,fourties
732,4232,thirties
733,4233,fifties
734,4234,teens
735,4235,teens
736,4236,fourties
737,4237,thirties
738,4238,fourties
739,4239,thirties
740,4240,fourties
741,4241,thirties
742,4242,fifties
743,4243,fifties
744,4244,fifties
745,4245,fourties
746,4246,teens
747,4247,teens
748,4248,teens
749,4249,thirties
750,4250,fifties
751,4251,thirties
752,4252,twenties
753,4253,fifties
754,4254,fourties
755,4255,teens
756,4256,fifties
757,4257,teens
758,4258,fourties
759,4259,fourties
760,4260,fifties
761,4261,twenties
762,4262,thirties
763,4263,fifties
764,4264,fourties
765,4265,fourties
766,4266,fifties
767,4267,fifties
768,4268,teens
769,4269,thirties
770,4270,thirties
771,4271,fifties
772,4272,fifties
773,4273,thirties
774,4274,thirties
775,4275,fourties
776,4276,twenties
777,4277,fifties
778,4278,twenties
779,4279,teens
780,4280,fifties
781,4281,thirties
782,4282,thirties
783,4283,fourties
784,4284,fifties
785,4285,fifties
786,4286,fifties
787,4287,teens
788,4288,twenties
789,4289,fifties
790,4290,fifties
791,4291,twenties
792,4292,thirties
793,4293,fourties
794,4294,fourties
795,4295,fifties
796,4296,thirties
797,4297,fourties
798,4298,twenties
799,4299,fifties
800,4300,fifties
801,4301,teens
802,4302,fifties
803,4303,twenties
804,4304,fourties
805,4305,twenties
806,4306,fifties
807,4307,teens
808,4308,fourties
809,4309,thirties
810,4310,twenties
811,4311,teens
812,4312,twenties
813,4313,thirties
814,4314,twenties
815,4315,twenties
816,4316,fourties
817,4317,fifties
818,4318,twenties
819,4319,thirties
820,4320,teens
821,4321,fourties
822,4322,thirties
823,4323,twenties
824,4324,fourties
825,4325,twenties
826,4326,fifties
827,4327,fifties
828,4328,fourties
829,4329,fifties
830,4330,teens
831,4331,teens
832,4332,thirties
833,4333,fourties
834,4334,twenties
835,4335,teens
836,4336,thirties
837,4337,fifties
838,4338,thirties
839,4339,fourties
840,4340,teens
841,4341,thirties
842,4342,thirties
843,4343,twenties
844,4344,teens
845,4345,teens
846,4346,fourties
847,4347,fifties
848,4348,thirties
849,4349,twenties
850,4350,fourties
851,4351,fourties
852,4352,thirties
853,4353,teens
854,4354,twenties
855,4355,teens
856,4356,fourties
857,4357,twenties
858,4358,fourties
859,4359,twenties
860,4360,thirties
861,4361,teens
862,4362,teens
863,4363,teens
864,4364,teens
865,4365,fifties
866,4366,teens
867,4367,fourties
868,4368,teens
869,4369,thirties
870,4370,thirties
871,4371,thirties
872,4372,teens
873,4373,teens
874,4374,twenties
875,4375,fifties
876,4376,twenties
877,4377,teens
878,4378,fourties
879,4379,fourties
880,4380,twenties
881,4381,fourties
882,4382,twenties
883,4383,thirties
884,4384,thirties
885,4385,fourties
886,4386,fourties
887,4387,teens
888,4388,fourties
889,4389,thirties
890,4390,fourties
891,4391,twenties
892,4392,teens
893,4393,teens
894,4394,fourties
895,4395,teens
896,4396,twenties
897,4397,fourties
898,4398,fourties
899,4399,fifties
900,4400,teens
901,4401,fifties
902,4402,fourties
903,4403,thirties
904,4404,fourties
905,4405,fifties
906,4406,twenties
907,4407,thirties
908,4408,fourties
909,4409,fourties
910,4410,fourties
911,4411,fourties
912,4412,fifties
913,4413,fifties
914,4414,thirties
915,4415,twenties
916,4416,fifties
917,4417,fifties
918,4418,fifties
919,4419,teens
920,4420,fifties
921,4421,fourties
922,4422,fifties
923,4423,fifties
924,4424,fourties
925,4425,fourties
926,4426,teens
927,4427,thirties
928,4428,thirties
929,4429,fourties
930,4430,fourties
931,4431,teens
932,4432,fifties
933,4433,fifties
934,4434,twenties
935,4435,twenties
936,4436,fifties
937,4437,fourties
938,4438,fourties
939,4439,thirties
940,4440,teens
941,4441,thirties
942,4442,fifties
943,4443,twenties
944,4444,fifties
945,4445,fifties
946,4446,fifties
947,4447,thirties
948,4448,twenties
949,4449,teens
950,4450,thirties
951,4451,twenties
952,4452,fourties
953,4453,fourties
954,4454,twenties
955,4455,twenties
956,4456,teens
957,4457,fourties
958,4458,fifties
959,4459,twenties
960,4460,thirties
961,4461,twenties
962,4462,fifties
963,4463,fifties
964,4464,thirties
965,4465,teens
966,4466,fourties
967,4467,fifties
968,4468,teens
969,4469,fourties
970,4470,thirties
971,4471,fifties
972,4472,fourties
973,4473,thirties
974,4474,teens
975,4475,teens
976,4476,fourties
977,4477,thirties
978,4478,fifties
979,4479,teens
980,4480,teens
981,4481,teens
982,4482,fifties
983,4483,fifties
984,4484,teens
985,4485,twenties
986,4486,fourties
987,4487,teens
988,4488,thirties
989,4489,fifties
990,4490,fifties
991,4491,teens
992,4492,fourties
993,4493,fifties
994,4494,fourties
995,4495,fourties
996,4496,twenties
997,4497,fourties
998,4498,twenties
999,4499,teens
1000,4500,thirties
1001,4501,thirties
1002,4502,fourties
1003,4503,twenties
1004,4504,fourties
1005,4505,fifties
1006,4506,thirties
1007,4507,twenties
1008,4508,fourties
1009,4509,teens
1010,4510,fourties
1011,4511,fifties
1012,4512,thirties
1013,4513,teens
1014,4514,fourties
1015,4515,fourties
1016,4516,thirties
1017,4517,fifties
1018,4518,fifties
1019,4519,teens
1020,4520,twenties
1021,4521,teens
1022,4522,fourties
1023,4523,fourties
1024,4524,fourties
1025,4525,thirties
1026,4526,fifties
1027,4527,fifties
1028,4528,teens
1029,4529,fourties
1030,4530,fourties
1031,4531,thirties
1032,4532,fifties
1033,4533,fifties
1034,4534,fifties
1035,4535,thirties
1036,4536,fifties
1037,4537,fourties
1038,4538,twenties
1039,4539,fifties
1040,4540,teens
1041,4541,fifties
1042,4542,teens
1043,4543,fourties
1044,4544,fourties
1045,4545,fourties
1046,4546,twenties
1047,4547,fifties
1048,4548,fourties
1049,4549,fourties
1050,4550,thirties
1051,4551,thirties
1052,4552,fifties
1053,4553,thirties
1054,4554,fourties
1055,4555,fourties
1056,4556,teens
1057,4557,teens
1058,4558,fourties
1059,4559,thirties
1060,4560,fourties
1061,4561,fifties
1062,4562,fourties
1063,4563,twenties
1064,4564,fifties
1065,4565,thirties
1066,4566,fourties
1067,4567,teens
1068,4568,fifties
1069,4569,twenties
1070,4570,fifties
1071,4571,fifties
1072,4572,thirties
1073,4573,fourties
1074,4574,teens
1075,4575,teens
1076,4576,twenties
1077,4577,teens
1078,4578,fifties
1079,4579,fifties
1080,4580,fifties
1081,4581,teens
1082,4582,fifties
1083,4583,thirties
1084,4584,thirties
1085,4585,thirties
1086,4586,fourties
1087,4587,twenties
1088,4588,fourties
1089,4589,thirties
1090,4590,teens
1091,4591,twenties
1092,4592,thirties
1093,4593,fourties
1094,4594,fourties
1095,4595,fifties
1096,4596,teens
1097,4597,fourties
1098,4598,fourties
1099,4599,fifties
1100,4600,teens
1101,4601,fourties
1102,4602,fourties
1103,4603,teens
1104,4604,fourties
1105,4605,fourties
1106,4606,fourties
1107,4607,teens
1108,4608,teens
1109,4609,fourties
1110,4610,teens
1111,4611,fifties
1112,4612,twenties
1113,4613,thirties
1114,4614,teens
1115,4615,fourties
1116,4616,teens
1117,4617,fifties
1118,4618,thirties
1119,4619,fifties
1120,4620,fourties
1121,4621,twenties
1122,4622,teens
1123,4623,fourties
1124,4624,fifties
1125,4625,teens
1126,4626,twenties
1127,4627,fifties
1128,4628,fifties
1129,4629,teens
1130,4630,thirties
1131,4631,fifties
1132,4632,fourties
1133,4633,thirties
1134,4634,thirties
1135,4635,fourties
1136,4636,fourties
1137,4637,teens
1138,4638,fourties
1139,4639,teens
1140,4640,thirties
1141,4641,teens
1142,4642,fourties
1143,4643,fifties
1144,4644,twenties
1145,4645,fourties
1146,4646,thirties
1147,4647,fifties
1148,4648,fourties
1149,4649,fourties
1150,4650,fourties
1151,4651,teens
1152,4652,fifties
1153,4653,thirties
1154,4654,teens
1155,4655,twenties
1156,4656,fourties
1157,4657,fourties
1158,4658,fourties
1159,4659,fourties
1160,4660,fifties
1161,4661,teens
1162,4662,fourties
1163,4663,thirties
1164,4664,thirties
1165,4665,fourties
1166,4666,fourties
1167,4667,twenties
1168,4668,fifties
1169,4669,thirties
1170,4670,twenties
1171,4671,fourties
1172,4672,twenties
1173,4673,thirties
1174,4674,twenties
1175,4675,fourties
1176,4676,thirties
1177,4677,fifties
1178,4678,fifties
1179,4679,teens
1180,4680,fifties
1181,4681,fifties
1182,4682,twenties
1183,4683,teens
1184,4684,fourties
1185,4685,twenties
1186,4686,twenties
1187,4687,teens
1188,4688,teens
1189,4689,fourties
1190,4690,fourties
1191,4691,fourties
1192,4692,thirties
1193,4693,thirties
1194,4694,thirties
1195,4695,teens
1196,4696,teens
1197,4697,teens
1198,4698,teens
1199,4699,thirties
1200,4700,teens
1201,4701,fourties
1202,4702,thirties
1203,4703,fifties
1204,4704,twenties
1205,4705,teens
1206,4706,teens
1207,4707,twenties
1208,4708,fourties
1209,4709,twenties
1210,4710,thirties
1211,4711,fifties
1212,4712,thirties
1213,4713,teens
1214,4714,fifties
1215,4715,fourties
1216,4716,fourties
1217,4717,twenties
1218,4718,fifties
1219,4719,fourties
1220,4720,fifties
1221,4721,twenties
1222,4722,teens
1223,4723,thirties
1224,4724,teens
1225,4725,fourties
1226,4726,fifties
1227,4727,teens
1228,4728,fifties
1229,4729,fourties
1230,4730,thirties
1231,4731,fifties
1232,4732,twenties
1233,4733,fourties
1234,4734,fourties
1235,4735,fifties
1236,4736,fifties
1237,4737,fourties
1238,4738,fourties
1239,4739,twenties
1240,4740,fourties
1241,4741,fourties
1242,4742,teens
1243,4743,teens
1244,4744,fourties
1245,4745,fifties
1246,4746,fourties
1247,4747,twenties
1248,4748,fourties
1249,4749,thirties
1250,4750,teens
1251,4751,fourties
1252,4752,fourties
1253,4753,twenties
1254,4754,thirties
1255,4755,teens
1256,4756,teens
1257,4757,teens
1258,4758,fifties
1259,4759,twenties
1260,4760,teens
1261,4761,thirties
1262,4762,fourties
1263,4763,fifties
1264,4764,thirties
1265,4765,fourties
1266,4766,thirties
1267,4767,fourties
1268,4768,thirties
1269,4769,thirties
1270,4770,fifties
1271,4771,fourties
1272,4772,fourties
1273,4773,fifties
1274,4774,fourties
1275,4775,fourties
1276,4776,fourties
1277,4777,teens
1278,4778,teens
1279,4779,fifties
1280,4780,teens
1281,4781,fourties
1282,4782,twenties
1283,4783,fifties
1284,4784,fifties
1285,4785,fifties
1286,4786,twenties
1287,4787,twenties
1288,4788,thirties
1289,4789,fourties
1290,4790,fifties
1291,4791,fourties
1292,4792,fifties
1293,4793,fifties
1294,4794,twenties
1295,4795,fifties
1296,4796,teens
1297,4797,thirties
1298,4798,fourties
1299,4799,teens
1300,4800,twenties
1301,4801,teens
1302,4802,thirties
1303,4803,teens
1304,4804,fourties
1305,4805,thirties
1306,4806,fourties
1307,4807,fifties
1308,4808,teens
1309,4809,teens
1310,4810,fifties
1311,4811,twenties
1312,4812,fifties
1313,4813,teens
1314,4814,fourties
1315,4815,teens
1316,4816,teens
1317,4817,teens
1318,4818,fourties
1319,4819,fourties
1320,4820,thirties
1321,4821,teens
1322,4822,fourties
1323,4823,thirties
1324,4824,fifties
1325,4825,twenties
1326,4826,fifties
1327,4827,twenties
1328,4828,teens
1329,4829,thirties
1330,4830,teens
1331,4831,teens
1332,4832,teens
1333,4833,fourties
1334,4834,twenties
1335,4835,fourties
1336,4836,teens
1337,4837,twenties
1338,4838,twenties
1339,4839,teens
1340,4840,fifties
1341,4841,fourties
1342,4842,thirties
1343,4843,fourties
1344,4844,teens
1345,4845,twenties
1346,4846,twenties
1347,4847,fifties
1348,4848,twenties
1349,4849,teens
1350,4850,twenties
1351,4851,twenties
1352,4852,fifties
1353,4853,fifties
1354,4854,fourties
1355,4855,fifties
1356,4856,teens
1357,4857,thirties
1358,4858,fifties
1359,4859,thirties
1360,4860,teens
1361,4861,twenties
1362,4862,twenties
1363,4863,fifties
1364,4864,teens
1365,4865,teens
1366,4866,thirties
1367,4867,teens
1368,4868,teens
1369,4869,fourties
1370,4870,fifties
1371,4871,fifties
1372,4872,twenties
1373,4873,twenties
1374,4874,thirties
1375,4875,twenties
1376,4876,teens
1377,4877,fifties
1378,4878,twenties
1379,4879,fourties
1380,4880,fourties
1381,4881,fourties
1382,4882,fifties
1383,4883,fifties
1384,4884,thirties
1385,4885,twenties
1386,4886,fourties
1387,4887,fifties
1388,4888,teens
1389,4889,teens
1390,4890,fifties
1391,4891,twenties
1392,4892,teens
1393,4893,fifties
1394,4894,teens
1395,4895,fifties
1396,4896,fourties
1397,4897,fourties
1398,4898,twenties
1399,4899,fourties
1400,4900,teens
1401,4901,fourties
1402,4902,fourties
1403,4903,fourties
1404,4904,fifties
1405,4905,twenties
1406,4906,thirties
1407,4907,teens
1408,4908,fourties
1409,4909,fourties
1410,4910,teens
1411,4911,fifties
1412,4912,twenties
1413,4913,fourties
1414,4914,fourties
1415,4915,fourties
1416,4916,teens
1417,4917,fifties
1418,4918,twenties
1419,4919,teens
1420,4920,thirties
1421,4921,fourties
1422,4922,teens
1423,4923,fifties
1424,4924,fifties
1425,4925,twenties
1426,4926,fifties
1427,4927,fifties
1428,4928,fourties
1429,4929,teens
1430,4930,twenties
1431,4931,teens
1432,4932,fifties
1433,4933,thirties
1434,4934,teens
1435,4935,fourties
1436,4936,teens
1437,4937,twenties
1438,4938,fifties
1439,4939,fourties
1440,4940,fourties
1441,4941,teens
1442,4942,teens
1443,4943,thirties
1444,4944,twenties
1445,4945,fifties
1446,4946,teens
1447,4947,thirties
1448,4948,thirties
1449,4949,fifties
1450,4950,twenties
1451,4951,fifties
1452,4952,teens
1453,4953,teens
1454,4954,thirties
1455,4955,fourties
1456,4956,teens
1457,4957,teens
1458,4958,twenties
1459,4959,fifties
1460,4960,fourties
1461,4961,thirties
1462,4962,twenties
1463,4963,teens
1464,4964,teens
1465,4965,teens
1466,4966,thirties
1467,4967,fourties
1468,4968,thirties
1469,4969,fifties
1470,4970,fifties
1471,4971,thirties
1472,4972,teens
1473,4973,twenties
1474,4974,fifties
1475,4975,teens
1476,4976,fifties
1477,4977,fourties
1478,4978,fifties
1479,4979,teens
1480,4980,fourties
1481,4981,twenties
1482,4982,teens
1483,4983,fourties
1484,4984,teens
1485,4985,fourties
1486,4986,fourties
1487,4987,twenties
1488,4988,fifties
1489,4989,fifties
1490,4990,fourties
1491,4991,fourties
1492,4992,fifties
1493,4993,twenties
1494,4994,twenties
1495,4995,twenties
1496,4996,teens
1497,4997,twenties
1498,4998,teens
1499,4999,teens
