id,y
3842,teens
3843,thirties
3844,twenties
3845,thirties
3846,fifties
3847,fifties
3848,thirties
3849,teens
3850,fifties
3851,twenties
3852,fifties
3853,thirties
3854,fourties
3855,fourties
3856,teens
3857,thirties
3858,fourties
3859,fifties
3860,teens
3861,teens
3862,fourties
3863,thirties
3864,thirties
3865,fifties
3866,twenties
3867,twenties
3868,fifties
3869,thirties
3870,fifties
3871,fifties
3872,fourties
3873,fourties
3874,thirties
3875,teens
3876,fourties
3877,thirties
3878,twenties
3879,thirties
3880,twenties
3881,thirties
3882,twenties
3883,thirties
3884,thirties
3885,fourties
3886,thirties
3887,fifties
3888,teens
3889,fifties
3890,teens
3891,twenties
3892,twenties
3893,fourties
3894,thirties
3895,fifties
3896,thirties
3897,twenties
3898,fifties
3899,thirties
3900,twenties
3901,twenties
3902,teens
3903,fifties
3904,twenties
3905,fifties
3906,fourties
3907,fourties
3908,thirties
3909,teens
3910,fifties
3911,twenties
3912,fourties
3913,teens
3914,fifties
3915,teens
3916,fifties
3917,twenties
3918,twenties
3919,twenties
3920,thirties
3921,thirties
3922,thirties
3923,teens
3924,thirties
3925,twenties
3926,twenties
3927,twenties
3928,twenties
3929,twenties
3930,thirties
3931,fourties
3932,thirties
3933,thirties
3934,fifties
3935,teens
3936,teens
3937,teens
3938,twenties
3939,twenties
3940,thirties
3941,thirties
3942,fifties
3943,fourties
3944,thirties
3945,twenties
3946,thirties
3947,thirties
3948,teens
3949,fifties
3950,teens
3951,fifties
3952,twenties
3953,teens
3954,fourties
3955,fifties
3956,fifties
3957,fifties
3958,fourties
3959,thirties
3960,thirties
3961,fourties
3962,fifties
3963,teens
3964,teens
3965,twenties
3966,fifties
3967,thirties
3968,thirties
3969,teens
3970,thirties
3971,fifties
3972,fifties
3973,twenties
3974,fourties
3975,fifties
3976,fourties
3977,fifties
3978,thirties
3979,teens
3980,teens
3981,fifties
3982,teens
3983,thirties
3984,thirties
3985,thirties
3986,fifties
3987,fourties
3988,twenties
3989,thirties
3990,fifties
3991,fifties
3992,twenties
3993,twenties
3994,teens
3995,fifties
3996,fifties
3997,twenties
3998,teens
3999,teens
4000,fifties
4001,fifties
4002,fourties
4003,twenties
4004,teens
4005,twenties
4006,twenties
4007,twenties
4008,fourties
4009,fifties
4010,teens
4011,fourties
4012,teens
4013,thirties
4014,fifties
4015,twenties
4016,teens
4017,fifties
4018,fourties
4019,teens
4020,thirties
4021,fourties
4022,fourties
4023,twenties
4024,fourties
4025,fourties
4026,teens
4027,teens
4028,fifties
4029,twenties
4030,twenties
4031,twenties
4032,teens
4033,teens
4034,fourties
4035,thirties
4036,thirties
4037,thirties
4038,twenties
4039,teens
4040,fifties
4041,fifties
4042,twenties
4043,teens
4044,fifties
4045,twenties
4046,thirties
4047,fourties
4048,twenties
4049,teens
4050,fifties
4051,fourties
4052,thirties
4053,thirties
4054,fifties
4055,twenties
4056,fifties
4057,twenties
4058,fourties
4059,thirties
4060,fourties
4061,teens
4062,fifties
4063,fifties
4064,teens
4065,twenties
4066,fourties
4067,fifties
4068,fifties
4069,thirties
4070,fourties
4071,teens
4072,thirties
4073,fifties
4074,teens
4075,teens
4076,fifties
4077,teens
4078,fourties
4079,twenties
4080,fifties
4081,twenties
4082,fifties
4083,fifties
4084,teens
4085,thirties
4086,fourties
4087,thirties
4088,thirties
4089,teens
4090,teens
4091,thirties
4092,fourties
4093,twenties
4094,twenties
4095,teens
4096,fifties
4097,teens
4098,teens
4099,fourties
4100,fourties
4101,twenties
4102,thirties
4103,teens
4104,twenties
4105,thirties
4106,teens
4107,thirties
4108,twenties
4109,thirties
4110,fifties
4111,fourties
4112,fifties
4113,teens
4114,twenties
4115,twenties
4116,fifties
4117,fourties
4118,fifties
4119,twenties
4120,thirties
4121,fourties
4122,teens
4123,thirties
4124,fifties
4125,teens
4126,fifties
4127,fourties
4128,fourties
4129,twenties
4130,twenties
4131,teens
4132,teens
4133,twenties
4134,twenties
4135,thirties
4136,fifties
4137,thirties
4138,teens
4139,thirties
4140,fifties
4141,fifties
4142,twenties
4143,fourties
4144,teens
4145,twenties
4146,teens
4147,teens
4148,twenties
4149,twenties
4150,fourties
4151,teens
4152,thirties
4153,fifties
4154,twenties
4155,fifties
4156,fourties
4157,twenties
4158,twenties
4159,twenties
4160,teens
4161,fourties
4162,thirties
4163,fifties
4164,thirties
4165,twenties
4166,fifties
4167,teens
4168,twenties
4169,teens
4170,teens
4171,teens
4172,teens
4173,fifties
4174,teens
4175,fifties
4176,fifties
4177,fifties
4178,thirties
4179,fifties
4180,fourties
4181,teens
4182,twenties
4183,teens
4184,teens
4185,fourties
4186,teens
4187,fourties
4188,fourties
4189,teens
4190,thirties
4191,fourties
4192,thirties
4193,fourties
4194,twenties
4195,teens
4196,fifties
4197,teens
4198,twenties
4199,twenties
4200,thirties
4201,twenties
4202,twenties
4203,fifties
4204,twenties
4205,twenties
4206,teens
4207,fifties
4208,teens
4209,fifties
4210,fourties
4211,thirties
4212,teens
4213,fourties
4214,thirties
4215,fourties
4216,thirties
4217,thirties
4218,twenties
4219,fourties
4220,fifties
4221,twenties
4222,fifties
4223,fifties
4224,teens
4225,teens
4226,thirties
4227,thirties
4228,thirties
4229,thirties
4230,teens
4231,fifties
4232,fifties
4233,fourties
4234,twenties
4235,fourties
4236,teens
4237,teens
4238,thirties
4239,thirties
4240,fourties
4241,fourties
4242,fifties
4243,teens
4244,teens
4245,twenties
4246,twenties
4247,thirties
4248,twenties
4249,teens
4250,thirties
4251,fourties
4252,teens
4253,thirties
4254,thirties
4255,fifties
4256,fifties
4257,teens
4258,fifties
4259,twenties
4260,fifties
4261,teens
4262,twenties
4263,teens
4264,fourties
4265,fourties
4266,thirties
4267,thirties
4268,thirties
4269,twenties
4270,fifties
4271,thirties
4272,fourties
4273,fifties
4274,thirties
4275,twenties
4276,twenties
4277,teens
4278,fifties
4279,fourties
4280,fourties
4281,teens
4282,thirties
4283,fifties
4284,twenties
4285,teens
4286,fifties
4287,fourties
4288,thirties
4289,fourties
4290,twenties
4291,fourties
4292,fourties
4293,thirties
4294,fourties
4295,fifties
4296,fifties
4297,fourties
4298,teens
4299,fifties
4300,teens
4301,fifties
4302,twenties
4303,thirties
4304,teens
4305,thirties
4306,fifties
4307,fifties
4308,teens
4309,fourties
4310,teens
4311,fifties
4312,teens
4313,thirties
4314,thirties
4315,twenties
4316,thirties
4317,teens
4318,twenties
4319,fifties
4320,twenties
4321,teens
4322,fifties
4323,teens
4324,twenties
4325,twenties
4326,fourties
4327,fourties
4328,thirties
4329,fifties
4330,teens
4331,fourties
4332,teens
4333,fifties
4334,fifties
4335,fifties
4336,twenties
4337,thirties
4338,teens
4339,fourties
4340,thirties
4341,teens
4342,fifties
4343,fifties
4344,fourties
4345,fifties
4346,teens
4347,fifties
4348,fifties
4349,fourties
4350,twenties
4351,thirties
4352,thirties
4353,thirties
4354,teens
4355,thirties
4356,teens
4357,fourties
4358,fifties
4359,fifties
4360,fourties
4361,fifties
4362,fifties
4363,twenties
4364,twenties
4365,teens
4366,thirties
4367,teens
4368,twenties
4369,fourties
4370,teens
4371,fifties
4372,fifties
4373,teens
4374,fifties
4375,teens
4376,fifties
4377,fifties
4378,fifties
4379,thirties
4380,thirties
4381,fourties
4382,twenties
4383,teens
4384,fourties
4385,twenties
4386,teens
4387,twenties
4388,twenties
4389,teens
4390,twenties
4391,thirties
4392,teens
4393,twenties
4394,thirties
4395,fifties
4396,fourties
4397,twenties
4398,fifties
4399,thirties
4400,fifties
4401,thirties
4402,fourties
4403,teens
4404,twenties
4405,fifties
4406,fifties
4407,thirties
4408,thirties
4409,twenties
4410,teens
4411,twenties
4412,fourties
4413,thirties
4414,fourties
4415,twenties
4416,thirties
4417,twenties
4418,thirties
4419,fifties
4420,thirties
4421,teens
4422,teens
4423,teens
4424,thirties
4425,fourties
4426,teens
4427,thirties
4428,thirties
4429,fifties
4430,teens
4431,fifties
4432,fifties
4433,fifties
4434,fourties
4435,fifties
4436,thirties
4437,twenties
4438,fourties
4439,thirties
4440,fourties
4441,fifties
4442,fourties
4443,teens
4444,thirties
4445,thirties
4446,fourties
4447,twenties
4448,fourties
4449,teens
4450,fifties
4451,thirties
4452,thirties
4453,fifties
4454,teens
4455,twenties
4456,teens
4457,fifties
4458,thirties
4459,teens
4460,fourties
4461,teens
4462,thirties
4463,fourties
4464,teens
4465,thirties
4466,teens
4467,teens
4468,fifties
4469,fourties
4470,fourties
4471,fourties
4472,twenties
4473,thirties
4474,fifties
4475,twenties
4476,thirties
4477,fifties
4478,thirties
4479,fifties
4480,fourties
4481,fifties
4482,fifties
4483,twenties
4484,teens
4485,fourties
4486,teens
4487,fourties
4488,thirties
4489,twenties
4490,fifties
4491,fifties
4492,fourties
4493,teens
4494,fourties
4495,teens
4496,thirties
4497,fifties
4498,twenties
4499,twenties
4500,fifties
4501,thirties
4502,teens
4503,twenties
4504,thirties
4505,teens
4506,teens
4507,twenties
4508,fourties
4509,teens
4510,fourties
4511,fifties
4512,teens
4513,fourties
4514,fifties
4515,thirties
4516,thirties
4517,teens
4518,twenties
4519,fourties
4520,teens
4521,fifties
4522,fourties
4523,teens
4524,fifties
4525,thirties
4526,fifties
4527,teens
4528,fourties
4529,twenties
4530,fourties
4531,fourties
4532,fourties
4533,fourties
4534,twenties
4535,fourties
4536,teens
4537,fourties
4538,fifties
4539,teens
4540,fourties
4541,fifties
4542,teens
4543,teens
4544,fourties
4545,fifties
4546,fourties
4547,thirties
4548,twenties
4549,fifties
4550,thirties
4551,thirties
4552,teens
4553,thirties
4554,twenties
4555,fourties
4556,thirties
4557,thirties
4558,fourties
4559,fifties
4560,fifties
4561,teens
4562,fifties
4563,twenties
4564,fourties
4565,fourties
4566,thirties
4567,fourties
4568,fifties
4569,fifties
4570,fourties
4571,twenties
4572,fifties
4573,thirties
4574,fifties
4575,fourties
4576,thirties
4577,twenties
4578,teens
4579,teens
4580,fifties
4581,thirties
4582,fifties
4583,thirties
4584,thirties
4585,fourties
4586,thirties
4587,twenties
4588,fifties
4589,teens
4590,fourties
4591,fifties
4592,fifties
4593,fifties
4594,fifties
4595,twenties
4596,fourties
4597,fourties
4598,twenties
4599,fourties
4600,teens
4601,thirties
4602,teens
4603,thirties
4604,fourties
4605,thirties
4606,twenties
4607,teens
4608,fifties
4609,teens
4610,fifties
4611,fourties
4612,teens
4613,thirties
4614,twenties
4615,twenties
4616,thirties
4617,thirties
4618,thirties
4619,teens
4620,twenties
4621,fifties
4622,teens
4623,fifties
4624,thirties
4625,twenties
4626,thirties
4627,twenties
4628,teens
4629,thirties
4630,fourties
4631,fourties
4632,fifties
4633,twenties
4634,fifties
4635,thirties
4636,teens
4637,thirties
4638,fourties
4639,thirties
4640,fourties
4641,fourties
4642,twenties
4643,teens
4644,twenties
4645,fifties
4646,teens
4647,twenties
4648,fifties
4649,fifties
4650,teens
4651,thirties
4652,teens
4653,fifties
4654,fourties
4655,twenties
4656,fourties
4657,teens
4658,teens
4659,thirties
4660,teens
4661,fourties
4662,fourties
4663,fifties
4664,fourties
4665,thirties
4666,teens
4667,teens
4668,fourties
4669,thirties
4670,thirties
4671,fifties
4672,fifties
4673,teens
4674,fifties
4675,thirties
4676,fourties
4677,teens
4678,fourties
4679,teens
4680,thirties
4681,thirties
4682,teens
4683,fifties
4684,fourties
4685,fifties
4686,twenties
4687,thirties
4688,fifties
4689,twenties
4690,twenties
4691,fifties
4692,twenties
4693,teens
4694,fourties
4695,fourties
4696,fifties
4697,fourties
4698,fourties
4699,twenties
4700,teens
4701,fourties
4702,thirties
4703,thirties
4704,fourties
4705,teens
4706,thirties
4707,fourties
4708,thirties
4709,fifties
4710,fifties
4711,twenties
4712,fifties
4713,twenties
4714,teens
4715,twenties
4716,twenties
4717,thirties
4718,teens
4719,thirties
4720,fourties
4721,thirties
4722,thirties
4723,fourties
4724,fifties
4725,fifties
4726,thirties
4727,fourties
4728,thirties
4729,twenties
4730,thirties
4731,teens
4732,fourties
4733,twenties
4734,thirties
4735,teens
4736,fourties
4737,twenties
4738,thirties
4739,twenties
4740,thirties
4741,fifties
4742,thirties
4743,thirties
4744,teens
4745,fourties
4746,teens
4747,fourties
4748,fourties
4749,thirties
4750,fourties
4751,thirties
4752,thirties
4753,fourties
4754,teens
4755,thirties
4756,fifties
4757,twenties
4758,teens
4759,fourties
4760,fifties
4761,thirties
4762,twenties
4763,fifties
4764,fourties
4765,teens
4766,twenties
4767,teens
4768,teens
4769,fifties
4770,fourties
4771,thirties
4772,fifties
4773,thirties
4774,thirties
4775,fourties
4776,fourties
4777,teens
4778,fourties
4779,fifties
4780,fifties
4781,teens
4782,teens
4783,fifties
4784,teens
4785,thirties
4786,fourties
4787,twenties
4788,fourties
4789,fifties
4790,fifties
4791,fourties
4792,fourties
4793,fifties
4794,fifties
4795,teens
4796,fourties
4797,thirties
4798,twenties
4799,fourties
4800,teens
4801,fourties
4802,fifties
4803,teens
4804,fourties
4805,teens
4806,twenties
4807,fourties
4808,teens
4809,fifties
4810,fourties
4811,teens
4812,thirties
4813,twenties
4814,teens
4815,thirties
4816,teens
4817,thirties
4818,twenties
4819,twenties
4820,twenties
4821,teens
4822,teens
4823,fifties
4824,fourties
4825,fourties
4826,twenties
4827,fifties
4828,twenties
4829,fifties
4830,fourties
4831,thirties
4832,thirties
4833,teens
4834,teens
4835,fifties
4836,teens
4837,thirties
4838,fifties
4839,fourties
4840,twenties
4841,thirties
4842,twenties
4843,thirties
4844,teens
4845,fourties
4846,teens
4847,thirties
4848,thirties
4849,thirties
4850,fifties
4851,twenties
4852,fifties
4853,fifties
4854,twenties
4855,fourties
4856,fifties
4857,teens
4858,teens
4859,fifties
4860,teens
4861,twenties
4862,thirties
4863,twenties
4864,thirties
4865,thirties
4866,thirties
4867,thirties
4868,fourties
4869,teens
4870,fifties
4871,twenties
4872,thirties
4873,twenties
4874,thirties
4875,teens
4876,fourties
4877,teens
4878,teens
4879,thirties
4880,fifties
4881,fourties
4882,fifties
4883,teens
4884,fifties
4885,fifties
4886,teens
4887,fifties
4888,twenties
4889,teens
4890,thirties
4891,thirties
4892,teens
4893,thirties
4894,teens
4895,fifties
4896,fifties
4897,fifties
4898,fifties
4899,teens
4900,fourties
4901,fifties
4902,twenties
4903,thirties
4904,twenties
4905,teens
4906,fourties
4907,thirties
4908,fifties
4909,teens
4910,teens
4911,fourties
4912,fifties
4913,fourties
4914,teens
4915,twenties
4916,twenties
4917,fourties
4918,teens
4919,fourties
4920,fifties
4921,fifties
4922,fourties
4923,fourties
4924,teens
4925,thirties
4926,teens
4927,fourties
4928,twenties
4929,fifties
4930,twenties
4931,fifties
4932,twenties
4933,fourties
4934,teens
4935,fourties
4936,teens
4937,teens
4938,thirties
4939,thirties
4940,fourties
4941,fourties
4942,fourties
4943,teens
4944,fifties
4945,thirties
4946,fourties
4947,fourties
4948,thirties
4949,fifties
4950,twenties
4951,twenties
4952,thirties
4953,fourties
4954,fifties
4955,twenties
4956,twenties
4957,twenties
4958,fifties
4959,fifties
4960,twenties
4961,twenties
4962,fourties
4963,fifties
4964,fifties
4965,twenties
4966,thirties
4967,twenties
4968,twenties
4969,teens
4970,twenties
4971,teens
4972,fourties
4973,fourties
4974,teens
4975,fifties
4976,fourties
4977,fifties
4978,twenties
4979,teens
4980,teens
4981,fourties
4982,twenties
4983,fourties
4984,teens
4985,teens
4986,fourties
4987,twenties
4988,thirties
4989,teens
4990,fourties
4991,fifties
4992,fourties
4993,fifties
4994,teens
4995,twenties
4996,twenties
4997,thirties
4998,teens
4999,twenties
